date,cpi,monthly_inflation,annual_inflation,exchange_rate,fuel_price,m3,reserve_money,rtgs_value,mobile_money_value,pos_value,ppi,cempi,pdl,exrate_change,fuel_change,m3_growth,reserve_money_growth,rtgs_growth,mobile_growth,pos_growth,ppi_change,cempi_change,pdl_change,monthly_inflation_lag1,monthly_inflation_lag2,monthly_inflation_lag3,exrate_change_lag1,exrate_change_lag2,exrate_change_lag3,fuel_change_lag1,fuel_change_lag2,fuel_change_lag3,m3_growth_lag1,m3_growth_lag2,m3_growth_lag3,reserve_money_growth_lag1,reserve_money_growth_lag2,reserve_money_growth_lag3,rtgs_growth_lag1,rtgs_growth_lag2,rtgs_growth_lag3,mobile_growth_lag1,mobile_growth_lag2,mobile_growth_lag3,pos_growth_lag1,pos_growth_lag2,pos_growth_lag3,ppi_change_lag1,ppi_change_lag2,ppi_change_lag3,cempi_change_lag1,cempi_change_lag2,cempi_change_lag3,pdl_change_lag1,pdl_change_lag2,pdl_change_lag3,monthly_inflation_from_cpi,annual_inflation_from_cpi,quarterly_inflation_qoq,quarterly_inflation_annualised,monthly_inflation_3mma,monthly_inflation_6mma,inflation_3m_annualised,food_cpi,nonfood_cpi,tradables_cpi,nontradables_cpi,administered_price_cpi,core_cpi,core_monthly_inflation,core_annual_inflation,core_quarterly_inflation_qoq,core_quarterly_inflation_annualised,oil_price_index,intl_food_price_index,imported_inflation_proxy,policy_rate,credit_private_sector_growth,wage_growth_proxy,output_gap_proxy,fiscal_impulse_proxy,exchange_rate_volatility_3m,inflation_expectations_proxy,rainfall_shock_proxy,inflation_diffusion_proxy,sadc_lower_target,sadc_upper_target,annual_gap_to_lower,annual_gap_to_upper,quarterly_annualised_gap_to_lower,quarterly_annualised_gap_to_upper,monthly_inflation_from_cpi_lag1,monthly_inflation_from_cpi_lag2,monthly_inflation_from_cpi_lag3,annual_inflation_from_cpi_lag1,annual_inflation_from_cpi_lag2,annual_inflation_from_cpi_lag3,quarterly_inflation_qoq_lag1,quarterly_inflation_qoq_lag2,quarterly_inflation_qoq_lag3,quarterly_inflation_annualised_lag1,quarterly_inflation_annualised_lag2,quarterly_inflation_annualised_lag3,core_monthly_inflation_lag1,core_monthly_inflation_lag2,core_monthly_inflation_lag3,core_annual_inflation_lag1,core_annual_inflation_lag2,core_annual_inflation_lag3,core_quarterly_inflation_qoq_lag1,core_quarterly_inflation_qoq_lag2,core_quarterly_inflation_qoq_lag3,core_quarterly_inflation_annualised_lag1,core_quarterly_inflation_annualised_lag2,core_quarterly_inflation_annualised_lag3,policy_rate_lag1,policy_rate_lag2,policy_rate_lag3,credit_private_sector_growth_lag1,credit_private_sector_growth_lag2,credit_private_sector_growth_lag3,wage_growth_proxy_lag1,wage_growth_proxy_lag2,wage_growth_proxy_lag3,output_gap_proxy_lag1,output_gap_proxy_lag2,output_gap_proxy_lag3,fiscal_impulse_proxy_lag1,fiscal_impulse_proxy_lag2,fiscal_impulse_proxy_lag3,inflation_expectations_proxy_lag1,inflation_expectations_proxy_lag2,inflation_expectations_proxy_lag3,imported_inflation_proxy_lag1,imported_inflation_proxy_lag2,imported_inflation_proxy_lag3,exchange_rate_volatility_3m_lag1,exchange_rate_volatility_3m_lag2,exchange_rate_volatility_3m_lag3,inflation_diffusion_proxy_lag1,inflation_diffusion_proxy_lag2,inflation_diffusion_proxy_lag3
1/1/18,100,2.5,,1.5,1.25,5000,1200,800,300,450,100,100,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.25387984437187,99.35698093651898,100.48039314830577,99.10120824455448,99.87662784080153,99.58287860692937,,,,,98.80144484,99.79551276,0,16.366515017085934,-3.354626025,1.8179508422581652,-0.247228829,0.1756942868704114,,0,53.34216179,32.16375284117926,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/18,101.6647093,1.664709346,,1.511371461,1.246240265,5146.444531,1228.021159,815.0910213,307.3651245,466.3013774,101.894578,102.7494765,201.585875,0.7580974,-0.3007788,2.92889062,2.335096583,1.886377662,2.4550415,3.622528311,1.894578,2.7494765,0.7929375,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6647093000000002,,,,,,,103.03340329578053,100.8024083655506,101.82721974748642,102.11657187012166,102.02158068445506,101.58449554114476,2.010001078715673,,,,98.60477490959863,99.74851248412394,0.9625573252499999,14.45274773664027,0.31974420363601563,2.098332744637095,0.033612506,0.2770166951695517,,0.9081072266573509,64.69868931503629,40.62642858953046,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.366515017085934,,,-3.354626025,,,1.8179508422581652,,,-0.247228829,,,0.1756942868704114,,,0,,,0,,,,,,32.16375284117926,,
1/3/18,103.8606808,2.160013546,,1.542797257,1.346712143,5241.686084,1259.366997,833.6390353,329.301512,460.6454595,104.3570476,105.7714817,199.7359238,2.079290023,8.061999024,1.850628185,2.552548689,2.275575796,7.136914943,-1.212931845,2.416683643,2.941139267,-0.917698822,1.664709346,2.5,,1.5,,,-0.3007788,,,2.92889062,,,2.335096583,,,1.886377668,,,2.455041514,,,3.622528304,,,1.894578014,,,2.749476514,,,0.792937504,,,2.1600135534937337,,,,,,,104.59675619882083,104.44076093715917,104.44719378317788,103.18606781052739,103.37637916414022,103.90598230242053,2.2852766545811143,,,,95.07076165806696,101.79834491812295,3.754853701,15.01302078100722,4.898820792314486,1.991433812131271,0.13947444057963632,0.15800796412617976,1.052276003729962,3.1895143931371672,55.161385318424486,56.90844323,3,7,,,,,1.6647093000000002,,,,,,,,,,,,2.010001078715673,,,,,,,,,,,,14.45274773664027,16.366515017085934,,0.31974420363601563,-3.354626025,,2.098332744637095,1.8179508422581652,,0.033612506,-0.247228829,,0.2770166951695517,0.1756942868704114,,0.9081072266573509,0,,0.9625573252499999,0,,,,,40.62642858953046,32.16375284117926,
1/4/18,110.005257,5.916171621,,1.685272012,1.428832385,5382.643779,1336.215025,852.2860065,332.6655519,461.2743354,105.749133,108.8826648,202.3288243,9.23483331,6.097831851,2.689167049,6.102115442,2.236815985,1.021568313,0.13652059,1.333963955,2.941419606,1.298164322,2.160013546,1.664709346,2.5,1.511371461,0.7580974,,8.061999024,-0.3007788,,1.850628185,2.92889062,,2.552548689,2.335096583,,2.275575789,1.886377668,,7.136914932,2.455041514,,-1.212931834,3.622528304,,2.416683625,1.894578014,,2.941139291,2.749476514,,-0.917698829,0.792937504,,5.916171695265837,,10.00525699999999,46.43799027444102,3.2469648495865235,,46.43799027444102,108.82999823573044,109.99671031176361,106.91682174247683,110.87355807660973,111.14520407326442,109.8160609915852,5.687909934,,10.276045970761661,47.88521022961929,96.98297148169203,102.10982724356286,6.321440460850001,15.833890074284179,2.912045553968108,4.940192756323728,0.11160443070841958,0.481387051,4.560745538725275,5.678580612064826,63.13808149311699,66.75001147210591,3,7,,,43.43799027444102,39.43799027444102,2.1600135534937337,1.6647093000000002,,,,,,,,,,,2.2852766545811143,2.010001078715673,,,,,,,,,,,15.01302078100722,14.45274773664027,16.366515017085934,4.898820792314486,0.31974420363601563,-3.354626025,1.991433812131271,2.098332744637095,1.8179508422581652,0.13947444057963632,0.033612506,-0.247228829,0.15800796412617976,0.2770166951695517,0.1756942868704114,3.1895143931371672,0.9081072266573509,0,3.754853701,0.9625573252499999,0,1.052276003729962,,,56.90844323,40.62642858953046,32.16375284117926
1/5/18,114.6410176,4.214126466,,1.740583205,1.440161582,5420.821433,1355.621865,845.1477481,343.041437,472.0718663,109.4554983,105.801009,206.9690679,3.282033559,0.792898952,0.709273278,1.452374029,-0.837542603,3.119013989,2.340804608,3.504865898,-2.830253839,2.293416974,5.916171621,2.160013546,1.664709346,1.542797257,2.079290023,0.7580974,6.097831851,8.061999024,-0.3007788,2.689167049,1.850628185,2.92889062,6.102115442,2.552548689,2.335096583,2.236815992,2.275575789,1.886377668,1.021568322,7.136914932,2.455041514,0.136520577,-1.212931834,3.622528304,1.333963959,2.416683625,1.894578014,2.941419544,2.941139291,2.749476514,1.298164346,-0.917698829,0.792937504,4.214126421,,12.763827673680272,61.68853901161457,4.096770556669564,,61.68853901161457,114.42218290595908,115.53991476216004,114.69947078918915,115.75935997521191,115.16649899862003,115.38164716695042,5.068098532319132,,13.58194629240188,66.43215064517041,97.97321681255346,101.47119882020284,1.776331644,13.10352091202229,0.6871649272615898,4.960394806,0.12085313933107274,0.31316310619395754,3.831540483222254,3.193029965901037,72.99349509832462,54.87883502060382,3,7,,,58.68853901161457,54.68853901161457,5.916171695265837,2.1600135534937337,1.6647093000000002,,,,10.00525699999999,,,46.43799027444102,,,5.687909934,2.2852766545811143,2.010001078715673,,,,10.276045970761661,,,47.88521022961929,,,15.833890074284179,15.01302078100722,14.45274773664027,2.912045553968108,4.898820792314486,0.31974420363601563,4.940192756323728,1.991433812131271,2.098332744637095,0.11160443070841958,0.13947444057963632,0.033612506,0.481387051,0.15800796412617976,0.2770166951695517,5.678580612064826,3.1895143931371672,0.9081072266573509,6.321440460850001,3.754853701,0.9625573252499999,4.560745538725275,1.052276003729962,,66.75001147210591,56.90844323,40.62642858953046
1/6/18,118.9741916,3.779776258,,1.801802143,1.417417647,5414.229548,1388.43013,870.4204818,347.5591136,475.8977069,114.744425,108.2575552,217.8292367,3.517150908,-1.579262722,-0.121603065,2.420163458,2.9903332,1.316947783,0.810436053,4.832033824,2.321855172,5.247242455,4.214126466,5.916171621,2.160013546,1.685272012,9.23483331,2.079290023,0.792898952,6.097831851,8.061999024,0.709273278,2.689167049,1.850628185,1.452374029,6.102115442,2.552548689,-0.837542607,2.236815992,2.275575789,3.119013967,1.021568322,7.136914932,2.340804629,0.136520577,-1.212931834,3.504865862,1.333963959,2.416683625,-2.830253802,2.941419544,2.941139291,2.293416968,1.298164346,-0.917698829,3.779776288377956,,14.55171551311456,72.18939101964861,4.636691468297638,,72.18939101964861,121.42327900778837,117.42603085922516,119.20307116453627,118.37069781392256,118.41962089213291,118.21387751163276,2.4546627771609764,,13.770039888145046,67.53734986147622,100.90163217039546,100.39115554221782,2.260985604,16.970759535050338,-2.134985138,3.074049331730419,-0.190130051,0.18861613277973954,3.3710284139981104,1.9320769828739706,61.53270742887564,48.621272951618444,3,7,,,69.18939101964861,65.18939101964861,4.214126421,5.916171695265837,2.1600135534937337,,,,12.763827673680272,10.00525699999999,,61.68853901161457,46.43799027444102,,5.068098532319132,5.687909934,2.2852766545811143,,,,13.58194629240188,10.276045970761661,,66.43215064517041,47.88521022961929,,13.10352091202229,15.833890074284179,15.01302078100722,0.6871649272615898,2.912045553968108,4.898820792314486,4.960394806,4.940192756323728,1.991433812131271,0.12085313933107274,0.11160443070841958,0.13947444057963632,0.31316310619395754,0.481387051,0.15800796412617976,3.193029965901037,5.678580612064826,3.1895143931371672,1.776331644,6.321440460850001,3.754853701,3.831540483222254,4.560745538725275,1.052276003729962,54.87883502060382,66.75001147210591,56.90844323
1/7/18,123.6106261,3.897008644,,1.979464518,1.408470628,5765.852721,1456.754217,916.0864425,354.7235308,497.0276031,115.0267568,112.3926128,226.1555836,9.860259945,-0.63121967,6.494426767,4.920959688,5.246425338,2.061352133,4.440007988,0.246052739,3.819648054,3.822419353,3.779776258,4.214126466,5.916171621,1.740583205,3.282033559,9.23483331,-1.579262722,0.792898952,6.097831851,-0.121603065,0.709273278,2.689167049,2.420163458,1.452374029,6.102115442,2.990333196,-0.837542607,2.236815992,1.316947805,3.119013967,1.021568322,0.810436043,2.340804629,0.136520577,4.832033894,3.504865862,1.333963959,2.321855145,-2.830253802,2.941419544,5.247242415,2.293416968,1.298164346,3.897008618127895,,12.367926289195431,59.42978658314715,3.963637109251657,3.605300979,59.42978658314715,121.0995767670294,124.67636746940195,123.65199499056814,122.07154192538967,125.01529338298523,123.74088419746899,4.675429655280827,,12.680133561657069,61.209047646770664,102.53873242688735,101.48528797747558,4.889167164,16.069285853467807,3.941682176476844,3.9710261960810804,0.2636220391376252,0.5453591921328327,3.731920291832615,5.263267767517715,48.730007758812604,52.50923718,3,7,,,56.42978658314715,52.42978658314715,3.779776288377956,4.214126421,5.916171695265837,,,,14.55171551311456,12.763827673680272,10.00525699999999,72.18939101964861,61.68853901161457,46.43799027444102,2.4546627771609764,5.068098532319132,5.687909934,,,,13.770039888145046,13.58194629240188,10.276045970761661,67.53734986147622,66.43215064517041,47.88521022961929,16.970759535050338,13.10352091202229,15.833890074284179,-2.134985138,0.6871649272615898,2.912045553968108,3.074049331730419,4.960394806,4.940192756323728,-0.190130051,0.12085313933107274,0.11160443070841958,0.18861613277973954,0.31316310619395754,0.481387051,1.9320769828739706,3.193029965901037,5.678580612064826,2.260985604,1.776331644,6.321440460850001,3.3710284139981104,3.831540483222254,4.560745538725275,48.621272951618444,54.87883502060382,66.75001147210591
1/8/18,129.2419342,4.555682888,,2.075343145,1.440452082,5979.271011,1524.281368,943.0247981,365.1601107,512.1695874,116.0823735,117.5530597,231.3230506,4.843664846,2.270651114,3.701417645,4.635452584,2.940591013,2.942172987,3.04650772,0.917714043,4.59144669,2.284916834,3.897008644,3.779776258,4.214126466,1.801802143,3.517150908,3.282033559,-0.63121967,-1.579262722,0.792898952,6.494426767,-0.121603065,0.709273278,4.920959688,2.420163458,1.452374029,5.246425342,2.990333196,-0.837542607,2.061352126,1.316947805,3.119013967,4.440007988,0.810436043,2.340804629,0.246052709,4.832033894,3.504865862,3.819648025,2.321855145,-2.830253802,3.822419354,5.247242415,2.293416968,4.555682854841558,,12.736206382034077,61.53017597172041,4.077489254,4.087129905226017,61.53017597172041,129.21255389073005,132.26873791907053,129.41010785792074,130.29489470388702,131.0982485900227,130.92928554292834,5.8092370941748905,,13.474966563340374,65.80600439993243,104.13126349050019,101.76558169857185,3.5736860610000005,15.461817184131014,2.8032604342549257,5.662023736068859,0.14248553904228106,0.41471992661345963,3.345666291254424,4.113229607401813,42.63008392637681,55.22897568593251,3,7,,,58.53017597172041,54.53017597172041,3.897008618127895,3.779776288377956,4.214126421,,,,12.367926289195431,14.55171551311456,12.763827673680272,59.42978658314715,72.18939101964861,61.68853901161457,4.675429655280827,2.4546627771609764,5.068098532319132,,,,12.680133561657069,13.770039888145046,13.58194629240188,61.209047646770664,67.53734986147622,66.43215064517041,16.069285853467807,16.970759535050338,13.10352091202229,3.941682176476844,-2.134985138,0.6871649272615898,3.9710261960810804,3.074049331730419,4.960394806,0.2636220391376252,-0.190130051,0.12085313933107274,0.5453591921328327,0.18861613277973954,0.31316310619395754,5.263267767517715,1.9320769828739706,3.193029965901037,4.889167164,2.260985604,1.776331644,3.731920291832615,3.3710284139981104,3.831540483222254,52.50923718,48.621272951618444,54.87883502060382
1/9/18,131.2139306,1.525817737,,2.032585993,1.451398428,5979.118975,1598.409576,933.2270422,387.0136437,521.6157027,119.5573302,118.5376804,229.5211203,-2.060244934,0.759924342,-0.002542718,4.863157784,-1.038971183,5.984644094,1.844333504,2.993526575,0.837596829,-0.778967031,4.555682888,3.897008644,3.779776258,1.979464518,9.860259945,3.517150908,2.270651114,-0.63121967,-1.579262722,3.701417645,6.494426767,-0.121603065,4.635452584,4.920959688,2.420163458,2.940591008,5.246425342,2.990333196,2.942172991,2.061352126,1.316947805,3.046507727,4.440007988,0.810436043,0.917714019,0.246052709,4.832033894,4.591446704,3.819648025,2.321855145,2.284916864,3.822419354,5.247242415,1.525817771303517,,10.287726132362307,47.94787470361592,3.326169748,3.9814306081943136,47.94787470361592,133.31602336534047,131.49143074008265,132.48623071584984,133.4157815740301,131.39267895458894,132.25288321759626,1.0109256070399475,,11.875937073954802,56.655895664623344,107.4322099339434,101.09348974804287,-0.162460614,16.017295433713535,-1.679696025,1.2061253509881213,-0.014421697,0.3187305476804505,5.985101410685388,0.5963053951743038,37.96037812212198,39.29083047559976,3,7,,,44.94787470361592,40.94787470361592,4.555682854841558,3.897008618127895,3.779776288377956,,,,12.736206382034077,12.367926289195431,14.55171551311456,61.53017597172041,59.42978658314715,72.18939101964861,5.8092370941748905,4.675429655280827,2.4546627771609764,,,,13.474966563340374,12.680133561657069,13.770039888145046,65.80600439993243,61.209047646770664,67.53734986147622,15.461817184131014,16.069285853467807,16.970759535050338,2.8032604342549257,3.941682176476844,-2.134985138,5.662023736068859,3.9710261960810804,3.074049331730419,0.14248553904228106,0.2636220391376252,-0.190130051,0.41471992661345963,0.5453591921328327,0.18861613277973954,4.113229607401813,5.263267767517715,1.9320769828739706,3.5736860610000005,4.889167164,2.260985604,3.345666291254424,3.731920291832615,3.3710284139981104,55.22897568593251,52.50923718,48.621272951618444
1/10/18,130.176866,-0.790361681,,2.037720073,1.458036721,6055.512275,1607.302008,939.8612257,396.1624726,514.7537718,119.7358637,119.2432979,230.1360636,0.252588575,0.457372205,1.27766817,0.55633,0.710886333,2.363955134,-1.315514634,0.149328778,0.595268524,0.267924494,1.525817737,4.555682888,3.897008644,2.075343145,4.843664846,9.860259945,0.759924342,2.270651114,-0.63121967,-0.002542718,3.701417645,6.494426767,4.863157784,4.635452584,4.920959688,-1.038971176,2.940591008,5.246425342,5.984644088,2.942172991,2.061352126,1.844333505,3.046507727,4.440007988,2.993526626,0.917714019,0.246052709,0.837596822,4.591446704,3.819648025,-0.778967048,2.284916864,3.822419354,-0.79036166,,5.312035144,23.00195725981391,1.7637129887255412,2.863675048988599,23.00195725981402,129.50384402773687,130.50836981775404,129.7719997,130.83976514013446,130.1974024137596,130.4138692718048,-1.390528434,,5.3927084145340975,23.379288420242396,106.7828686,101.88807457927949,0.339697514,15.547052997393763,0.9754380127209283,-1.335694475,0.16809188501907144,0.27769715007294793,3.5140468102404485,0.45548553222590393,29.948330092390766,30.54740380247136,3,7,,,20.00195725981391,16.00195725981391,1.525817771303517,4.555682854841558,3.897008618127895,,,,10.287726132362307,12.736206382034077,12.367926289195431,47.94787470361592,61.53017597172041,59.42978658314715,1.0109256070399475,5.8092370941748905,4.675429655280827,,,,11.875937073954802,13.474966563340374,12.680133561657069,56.655895664623344,65.80600439993243,61.209047646770664,16.017295433713535,15.461817184131014,16.069285853467807,-1.679696025,2.8032604342549257,3.941682176476844,1.2061253509881213,5.662023736068859,3.9710261960810804,-0.014421697,0.14248553904228106,0.2636220391376252,0.3187305476804505,0.41471992661345963,0.5453591921328327,0.5963053951743038,4.113229607401813,5.263267767517715,-0.162460614,3.5736860610000005,4.889167164,5.985101410685388,3.345666291254424,3.731920291832615,39.29083047559976,55.22897568593251,52.50923718
